의도,개체,시점,요일,세부위치,질문,답변,답변이미지
학과사무실,국제이공학부,,,,국제이공학부 과사 어디로 가야해?,"사무실 : 인문대 2호관
T 063-219-5586",
학과사무실,국제이공학부,,,,국제이공학부 사무실 위치좀 알려줘,"사무실 : 인문대 2호관
T 063-219-5586",
학과사무실,국제이공학부,,,,국제이공학부 과사가 어딨는지를 모르겠네,"사무실 : 인문대 2호관
T 063-219-5586",
학과사무실,국제이공학부,,,,국제이공학부 사무실 장소를 모르겠어,"사무실 : 인문대 2호관
T 063-219-5586",
학과사무실,공공인재학부,,,,공공인재학부 과사무실 어디에요?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사무실 ㅇㄷ?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사무실은 어디로 가야 하죠?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,과사무실인데 공공인재학부인..,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사무실 위치를 알려줘용,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사무실 위치 알려주세요,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 어딘가요?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 위치,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,사무실 오브 공공인재학부,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 가려구.,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 오딩?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,사무실인데 공공인재학부꺼,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,사무실 가려고 하는데 공공인재학부야.,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실은 어딥니까?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 위치,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 위치 알려줘,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 삼실 어댜??,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 사무실 어딨엉,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사 위치,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 ㄱㅅ 위치,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사 ㅇㅊ,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사 어딨죠?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,과사 오브 공공인재학부 알려줘요,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사 알려주셈.,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,공공인재학부,,,,공공인재학부 과사무실이 어디야?,"사무실 : 글로벌 인재관(구 학습도서관) 2층 209호
T 063-270-4704
F 063-270-4806",
학과사무실,융합학부,,,,융합학부 사무실 위치,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사무실 알려줭,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 사무실은 어디 건물에?,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 사무실 위치 알려주셈,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 사무실은 오딨는거야,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 사무실 ㅇㄷ,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사 어딨죠?,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,어디로 가야 융합학부 과사가 나와요?,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 사무실 위치,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 삼실 어딨어,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 삼실 위치 알려줘,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,어디에 있나 융합학부 과사,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,위치가 어디냐 융합학부 사무실,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,사무실 오브 융합학부,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,삼실갈래 융합학부,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,과사 오브 융합학부,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사 어디야,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사 위치,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사 위치,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 삼실,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,사무실 위치좀 알려줘. 융합학부이야.,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사 알려주셈,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 사무실이 어디죠?,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 삼실 위치,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,융합학부,,,,융합학부 과사좀 가자,"사무실 : 학습도서관(건물번호 16-3) 2층 201호
T 063-219-5604",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제유통학부 농업경제학전공 사무실 ㅇㄷ,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제유통학부 농업경제학전공 과사 위치,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제유통학부 농업경제학전공 과사 위치 알려줘,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제유통학부 농업경제학전공 사무실 어디야?,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제유통학부 농업경제학전공 삼실 위치 알려줘,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,과사무실인데 농업경제,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,과사인데 농업경제꺼,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농업경제 과사무실 위치,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농업경제 과사무실 어딨습니까?,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,과사 위치를 알려달라. 농업경제이니라.,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농업경제 삼실 위치 알려줘,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농업경제 과사는 어디로 가야 있는거야?,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,과산데 농업경제이야.,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,과사 위치좀 띄워봐. 농업경제임.,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,어디로 가야 농경제 농경 과사에요?,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,어딨나 농경제 농경 과사,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,사무실 오브 농경제 농경,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제 농경 사무실 위치 알려줘요,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,위치 띄워조. 농경제 농경야.,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제 농경 과사,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제 농경 과사무실,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제 농경 과사무실 위치 알려줘,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,농경제 농경 과사무실 어딨어?,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,어디로 가야 농경제 농경 과사무실이야?,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 농업경제학전공,,,,과사 오브 농경제 농경,"사무실 : 농생대 4호관 418호실
T 063-270-2532
F 063-270-2635",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제유통학부 식품유통학전공 과사무실,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제유통학부 식품유통학전공 과사 위치,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,어디로 가야 농경제유통학부 식품유통학전공 사무실이 있나요?,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,어데있노 농경제유통학부 식품유통학전공 과사?,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,어디에 농경제유통학부 식품유통학전공 과사가 있어요?,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제유통학부 식품유통학전공 과사 위치 알려줘,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,알려줘요 농경제 식품 과사무실,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,사무실 오브 농경제 식품,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,알려달라 농경제 식품 삼실,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제 식품 과사 어딨어?,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제 식품 과사무실 위치 알려줘,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제 식품 과사무실 위치 알려줘요,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,과사 위치 띄워. 농경제 식품이야,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제 식품 사무실 위치가 어디에요?,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제 식품 과사무실 가려면 어떻게 해요?,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
학과사무실,농경제유통학부 식품유통학전공,,,,농경제 식품 과사 알려줘,"사무실 : 농업생명과학대학 1호관 206-1호
T 063-270-4165
F 063-270-4166",
